Image,Name,Screen_Size,CPU_type,Memory,Storage,GPU,VRAM,GPU_Speed,GPU_Cores,Resolution,Weight,Backlit_Keyboard,Touchscreen,CPU_Speed,Number_of_Cores,Display_Type,Graphic_Type,Operating_System,Webcam,Price,Gaming,Workstation,Home
https://c1.neweggimages.com/ProductImage/34-236-140-V20.jpg,ASUS ROG Zephyrus Duo 16 GX650RW-XS96,16.0,AMD Ryzen 9 6000 Series,32,1 TB PCIe,NVIDIA GeForce RTX 3070 Ti,8.0,14000,5888,2560 x 1600,5.9,Backlit,No,3.3,8-core Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,2082,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-026-S01.jpg,ASUS S435EA-DH71-GR,14.0,Intel Core i7 11th Gen,8,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.9,Backlit,No,2.8,4-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,1002,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-389-04.jpg,ASUS TUF Gaming A15 (2023) FA507NU-DS74,15.6,AMD Ryzen 7 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,4.9,Backlit,No,3.2,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1145,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-482-01.jpg,ASUS TUF Gaming A15 FA507NV-EH74,15.6,AMD Ryzen 7 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,1920 x 1080,4.9,Backlit,No,3.2,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1399,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-481-21.jpg,ASUS TUF Gaming A15 FA507XI-EH94,15.6,AMD Ryzen 9 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,1920 x 1080,4.9,Backlit,No,4.0,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1625,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-390-15.jpg,ASUS TUF Gaming A17 (2023) FA707NU-DS74,17.3,AMD Ryzen 7 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,4.9,Backlit,No,3.2,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1034,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-390-15.jpg,ASUS TUF Gaming A17 (2023) FA707NU-DS74,17.3,AMD Ryzen 7 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,4.9,Backlit,No,3.2,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1194,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-430-20.jpg,ASUS TUF Gaming A17 (2023) FA707XI-NS94,17.3,AMD Ryzen 9 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,1920 x 1080,5.9,Backlit,No,4.0,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1189,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-430-20.jpg,ASUS TUF Gaming A17 (2023) FA707XI-NS94,17.3,AMD Ryzen 9 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,1920 x 1080,5.9,Backlit,No,4.0,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1379,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-467-20.jpg,ASUS TUF Gaming F15 (2023) FX507VU-ES53,15.6,Intel Core i5 13th Gen,16,512 GB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,4.9,Backlit,No,2.6,12-core (4P+8E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1056,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-458-22.jpg,ASUS TUF Gaming F15 FX506HC-UB51,15.6,Intel Core i5 11th Gen,8,512 GB PCIe,NVIDIA GeForce RTX 3050,4.0,12000,2048,1920 x 1080,5.9,Backlit,No,2.7,6-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,729,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-440-12.jpg,ASUS TUF Gaming F17 FX707ZC-ES53,17.3,Intel Core i5 12th Gen,16,512 GB PCIe,NVIDIA GeForce RTX 3050,4.0,12000,2048,1920 x 1080,5.9,Backlit,No,2.5,12-core (4P+8E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,729,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-184-V01.jpg,ASUS TUF Gaming FA707RM-ES73,17.3,AMD Ryzen 7 6000 Series,16,512 GB PCIe,NVIDIA GeForce RTX 3060,6.0,14000,3840,1920 x 1080,5.9,Backlit,No,3.2,8-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,1299,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/V1DSD2203090YC9IUF1.jpg,ASUS UX325EA-DH51,13.3,Intel Core i5 11th Gen,8,256 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.9,Backlit,No,2.4,4-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,839,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-387-09.jpg,ASUS UX3402VA-DS74,14.0,Intel Core i7 13th Gen,16,1 TB PCIe,Intel Iris Xe Graphics,4.0,1650,768,2560 x 1600,2.9,Backlit,No,2.2,12-core (4P+8E) Processor,WQXGA,Integrated Card,Windows 11 Home,Yes,1030,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-387-09.jpg,ASUS UX3402VA-DS74,14.0,Intel Core i7 13th Gen,16,1 TB PCIe,Intel Iris Xe Graphics,4.0,1650,768,2560 x 1600,2.9,Non-backlit,No,2.2,12-core (4P+8E) Processor,WQXGA,Integrated Card,Windows 11 Home,Yes,859,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-235-833-V15.jpg,ASUS UX425EA-EH51,14.0,Intel Core i5 11th Gen,8,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.9,Backlit,No,2.4,4-core Processor,Full HD,Integrated Card,Windows 10 Home,Yes,634,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-235-585-V01.jpg,ASUS UX425EA-EH71,14.0,Intel Core i7 11th Gen,8,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.9,Backlit,No,2.8,4-core Processor,Full HD,Integrated Card,Windows 10 Home,Yes,1026,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-468-20.jpg,ASUS Vivobook 15 M1502QA-NB54,15.6,AMD Ryzen 5 5000 Series,16,512 GB PCIe,AMD Radeon Vega 7 Mobile,4.0,1800,448,1920 x 1080,3.9,Non-backlit,No,3.3,6-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,399,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-468-20.jpg,ASUS Vivobook 15 M1502QA-NB54,15.6,AMD Ryzen 5 5000 Series,16,512 GB PCIe,AMD Radeon Vega 7 Mobile,4.0,1800,448,1920 x 1080,3.9,Non-backlit,No,3.3,6-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,429,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-465-26.jpg,ASUS Vivobook 15 Slim F1502ZA-NB54,15.6,Intel Core i5 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Non-backlit,No,2.5,12-core (4P+8E) Processor,Full HD,Integrated Card,Windows 11 Home,Yes,427,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-465-26.jpg,ASUS Vivobook 15 Slim F1502ZA-NB54,15.6,Intel Core i5 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Non-backlit,No,2.5,12-core (4P+8E) Processor,Full HD,Integrated Card,Windows 11 Home,Yes,579,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-445-13.jpg,ASUS Vivobook 15X S3504YA-DS77,15.6,AMD Ryzen 7 7000 Series,16,1 TB PCIe,AMD Radeon Vega 11 Mobile,4.0,1400,704,1920 x 1080,3.9,Backlit,No,2.0,8-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,619,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-381-15.jpg,ASUS Vivobook 16 M1605YA-ES52,16.0,AMD Ryzen 5 7000 Series,8,512 GB PCIe,AMD Radeon Vega 7 Mobile,4.0,1800,448,1920 x 1200,4.9,Backlit,No,2.0,6-core Processor,WUXGA,Integrated Card,Windows 11 Home,Yes,492,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-381-15.jpg,ASUS Vivobook 16 M1605YA-ES52,16.0,AMD Ryzen 5 7000 Series,8,512 GB PCIe,AMD Radeon Vega 7 Mobile,4.0,1800,448,1920 x 1200,4.9,Backlit,No,2.0,6-core Processor,WUXGA,Integrated Card,Windows 11 Home,Yes,578,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-382-13.jpg,ASUS Vivobook 16 M1605YA-ES74,16.0,AMD Ryzen 7 7000 Series,16,1 TB PCIe,AMD Radeon Vega 8 Mobile,4.0,2000,512,1920 x 1200,4.9,Backlit,No,2.0,8-core Processor,WUXGA,Integrated Card,Windows 11 Home,Yes,735,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD2211170LXVCO87.jpg,ASUS VivoBook Pro 15 K6500ZH-DB51,15.6,Intel Core i5 12th Gen,8,512 GB PCIe,NVIDIA GeForce GTX 1650 Max-Q,4.0,7000,1024,1920 x 1080,3.9,Backlit,No,2.0,8-core (4P+4E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,942,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/AJ7WD2207110MLSAHE2.jpg,ASUS VivoBook S 15 S3502QA-DS51,15.6,AMD Ryzen 5 5000 Series,8,512 GB PCIe,AMD Radeon Vega 7 Mobile,4.0,1800,448,1920 x 1080,3.9,Backlit,No,3.3,6-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,787,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-212-01.jpg,ASUS Vivobook S 15 S3502QA-NS77,15.6,AMD Ryzen 7 5000 Series,16,1 TB PCIe,AMD Radeon Vega 8 Mobile,4.0,2000,512,1920 x 1080,3.9,Backlit,No,3.2,8-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,674,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-473-24.jpg,ASUS Zenbook 15 UM3504DA-NB74,15.6,AMD Ryzen 7 7000 Series,16,512 GB PCIe,AMD Radeon 680M,4.0,2200,768,1920 x 1080,3.9,Backlit,No,2.7,8-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,979,FALSE,TRUE,FALSE
https://c1.neweggimages.com/ProductImage/AKVUS210818b2dSE.jpg,ASUS Zenbook S UX391FA-XH74T,13.3,Intel Core i7 8th Gen,16,512 GB,Intel UHD Graphics 620,4.0,1150,192,3240 x 2160,2.9,Backlit,Yes,1.8,4-core Processor,UHD,Integrated Card,Windows 10 Pro,Yes,674,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-557-01.jpg,DELL 5300,13.3,Intel Core i7 8th Gen,16,256 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,2.7,Non-backlit,Yes,1.9,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,299,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-007-01.jpg,DELL 5400,14.0,Intel Core i5 8th Gen,16,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.2,Non-backlit,No,1.6,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,444,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-199-01.jpg,DELL 5424,14.0,Intel Core i5 8th Gen,32,1 TB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,5.5,Non-backlit,Yes,1.7,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,1079,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-200-01.jpg,DELL 5424,14.0,Intel Core i5 8th Gen,16,512 GB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,5.5,Non-backlit,Yes,1.7,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,999,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-503-V02.jpg,DELL 5490,14.0,Intel Core i5 8th Gen,16,500 GB PCIe,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,4.4,Non-backlit,No,1.7,4-core Processor,Full HD,Integrated Card,Windows 10 Pro,Yes,386,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-207-01.jpg,DELL 5500,15.6,Intel Core i5 8th Gen,16,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,4.0,Non-backlit,No,1.6,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,531,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-210-01.jpg,DELL 5500,15.6,Intel Core i7 8th Gen,32,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,4.0,Non-backlit,No,1.9,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,670,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-084-01.jpg,DELL 5501,15.6,Intel Core i5 9th Gen,16,512 GB,Intel UHD Graphics 630,4.0,1150,192,1366 x 768,4.1,Non-backlit,No,2.5,4-core Processor,HD,Integrated Card,Windows 11 Pro,Yes,679,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-226-V01.jpg,DELL 5580,15.6,Intel Core i5 7th Gen,16,256 GB,Intel HD Graphics 620,2.0,1000,192,1366 x 768,6.7,Non-backlit,No,2.6,2-core Processor,HD,Integrated Card,Windows 10 Pro,Yes,442,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-187-02.jpg,DELL 5590,15.6,Intel Core i5 8th Gen,16,512 GB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,4.1,Non-backlit,No,1.6,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,538,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-137-01.jpg,DELL 7400,14.0,Intel Core i5 8th Gen,8,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,2.9,Non-backlit,No,1.6,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,429,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-843-V01.jpg,DELL 7400,14.0,Intel Core i7 8th Gen,16,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,2.9,Non-backlit,Yes,1.9,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,539,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-837-V01.jpg,DELL 7400,14.0,Intel Core i7 8th Gen,32,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,2.9,Non-backlit,Yes,1.9,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,579,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-640-01.jpg,DELL 7420,14.0,Intel Core i7 11th Gen,32,512 GB,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.8,Non-backlit,No,3.0,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,809,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-847-V03.jpg,DELL 7420,14.0,Intel Core i7 11th Gen,32,512 GB,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.8,Non-backlit,Yes,3.0,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,939,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-716-01.jpg,DELL 7430,14.0,Intel Core i7 12th Gen,32,512 GB,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.6,Non-backlit,Yes,1.8,10-core (2P+8E) Processor,Full HD,Integrated Card,Windows 10 Pro,Yes,1149,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-618-V01.jpg,DELL 7490,14.0,Intel Core i5 8th Gen,16,256 GB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,3.1,Non-backlit,No,1.7,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,393,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-833-672-02.jpg,DELL E5570,15.6,Intel Core i7 6th Gen,32,512 GB,Intel HD Graphics 520,2.0,1000,192,1366 x 768,4.6,Non-backlit,No,2.6,2-core Processor,HD,Integrated Card,Windows 10 Pro,Yes,478,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A0ZXD2205250SB3Y320.jpg,Dell Education Chromebook 3110,11.6,Intel Celeron,4,32 GB,Intel UHD Graphics,2.0,750,16,1366 x 768,3.3,Non-backlit,No,1.1,2-core Processor,LCD,Integrated Card,Chrome OS,Yes,202,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-846-V03.jpg,DELL Grade A Laptop Latitude 7420,14.0,Intel Core i7 11th Gen,32,256 GB,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.7,Non-backlit,Yes,3.0,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,939,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-343-370-01.jpg,DELL Laptop Latitude 5400,14.0,Intel Core i5 8th Gen,16,512 GB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,3.2,Non-backlit,No,1.6,4-core Processor,Full HD,Integrated Card,Windows 10 Pro,Yes,249,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/A24GD2206280CCOKE28.jpg,Dell Latitude 14 7430,14.0,Intel Core i7 12th Gen,32,512 GB,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.6,Backlit,No,1.8,10-core Processor,IPS,Integrated Card,Windows 10 Pro,Yes,2397,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A24GD2201120ECW5LE5.jpg,Dell Latitude 5000 5400,14.0,Intel Celeron,4,64 GB,Intel UHD Graphics 610,4.0,950,96,1366 x 768,3.2,Non-backlit,No,2.2,2-core Processor,HD,Integrated Card,Chrome OS,Yes,592,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/V009D2310240ECX0984.jpg,Dell Latitude 5330,13.3,Intel Core i5 12th Gen,16,256 GB,Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.6,Non-backlit,Yes,3.3,10-core Processor,IPS,Integrated Card,Windows 11 Pro,Yes,699,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A24GD2308020CBQRD39.jpg,Dell Latitude 5330,13.3,Intel Core i5 12th Gen,16,256 GB,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,2.6,Non-backlit,No,3.3,10-core Processor,IPS,Integrated Card,Windows 11 Pro,Yes,750,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A24GD2206250CIGAR2F.jpg,Dynabook A50-K1538,15.6,Intel Core i7 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Backlit,No,2.1,12-core (4P+8E) Processor,Full HD,Integrated Card,Windows 10 Pro,Yes,1270,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-233-557-20.jpg,GIGABYTE AERO 14 OLED 9MF-E2USBB4SH,14.0,Intel Core i5 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,2880 x 1800,3.9,Backlit,No,2.5,12-core (4P+8E) Processor,QHD+,Dedicated Card,Windows 11 Home,Yes,899,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-233-555-07.jpg,GIGABYTE AERO 16 OLED BSF-73US994SH,16.0,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,3840 x 2400,4.9,Backlit,No,2.4,14-core (6P+8E) Processor,UHD+,Dedicated Card,Windows 11 Home,Yes,1799,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-233-529-06.jpg,GIGABYTE AERO 16 XE5-73US934HH,16.0,Intel Core i7 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 3070 Ti,8.0,14000,5888,3840 x 2400,5.9,Backlit,No,2.3,14-core (6P+8E) Processor,UHD+,Dedicated Card,Windows 11 Home,Yes,1275,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-748-017-02.jpg,Helix Mobile Workstation,15.6,Intel Core i7 11th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Backlit,Yes,2.8,4-core Processor,Full HD,Integrated Card,Windows 10 Pro,No,959,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A6ZPD211013VFMI4.jpg,HP 14-fq0038ca,14.0,AMD Ryzen 3 3000 Series,8,512 GB PCIe,AMD Radeon Vega 3 Mobile,2.0,1100,192,1920 x 1080,3.2,Non-backlit,No,2.6,2-core Processor,Full HD,Integrated Card,Windows 10 Home,Yes,309,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-841-471-01.jpg,"HP 14"" EliteBook 1040 G10",14.0,Intel Core i7 13th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1200,2.9,Backlit,Yes,1.7,10-core (2P+8E) Processor,WQUXGA,Integrated Card,Windows 11 Pro,Yes,1883,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/A6ZPD211013103BH8.jpg,HP 15-dw3007ca,15.6,Intel Core i3 11th Gen,8,128 GB,Intel UHD Graphics,2.0,750,16,1366 x 768,3.8,Non-backlit,Yes,3.0,2-core Processor,HD,Integrated Card,Windows 10 Home,Yes,321,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-841-143-01.png,HP 15-dw3088ca,15.6,Intel Core i3 11th Gen,8,512 GB PCIe,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.8,Non-backlit,No,3.0,2-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,329,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/AKVUS211012qxrQe.jpg,HP 15-dy2074nr,15.6,Intel Core i3 11th Gen,8,256 GB,Intel UHD Graphics,2.0,750,16,1366 x 768,3.7,Non-backlit,Yes,3.0,2-core Processor,HD,Integrated Card,Windows 10 Home,Yes,339,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-273-891-S02.jpg,HP 15-dy4003cy,15.6,Intel Core i5 11th Gen,12,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1366 x 768,3.9,Non-backlit,Yes,2.5,4-core Processor,HD,Integrated Card,Windows 11 Home,Yes,522,FALSE,TRUE,FALSE
https://c1.neweggimages.com/ProductImage/V149D2208030WPN4A28.jpg,HP 16-h0010nr,16.0,Intel Core i7 12th Gen,16,512 GB PCIe,Intel Arc A370M,4.0,14000,1024,2560 x 1600,5.9,Backlit,Yes,2.3,14-core (6P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1609,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A6ZPD23022601YWUG86.jpg,HP 17-cr0747nr,17.3,Intel Core i7 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,5.5,Backlit,Yes,2.1,12-core (4P+8E) Processor,Full HD,Integrated Card,Windows 11 Home,Yes,729,FALSE,TRUE,FALSE
https://c1.neweggimages.com/ProductImage/A9UWD2307030II5P1D2.jpg,HP 470 G9,17.3,Intel Core i7 12th Gen,16,512 GB PCIe,NVIDIA GeForce MX550,2.0,12000,1024,1920 x 1080,2.0,Backlit,No,1.7,10-core (2P+8E) Processor,Full HD,Dedicated Card,Windows 11 Pro,Yes,819,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-841-575-01.jpg,HP 640 G5,14.0,Intel Core i5 8th Gen,16,256 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.8,Non-backlit,No,1.6,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,301,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/A24GD2210140CFOKD0B.jpg,HP 6E5D0UT#ABA,14.0,Intel Core i5 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1200,2.9,Backlit,No,1.6,10-core (2P+8E) Processor,WUXGA,Integrated Card,Windows 11 Pro,Yes,2081,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-273-918-V04.jpg,HP 830 G5,13.3,Intel Core i5 8th Gen,16,256 GB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,2.9,Non-backlit,No,1.7,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,339,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-273-940-V01.jpg,HP 830 G6,13.3,Intel Core i7 8th Gen,32,1 TB,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.1,Non-backlit,Yes,1.9,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,549,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-273-943-V01.jpg,HP 830 G7,13.3,Intel Core i7 10th Gen,32,512 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,2.7,Non-backlit,No,1.8,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,690,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-273-945-V01.jpg,HP 830 G7,13.3,Intel Core i7 10th Gen,32,2 TB PCIe,Intel UHD Graphics,2.0,750,16,1920 x 1080,2.7,Non-backlit,No,1.8,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,797,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-271-972-S01.jpg,HP 840 G3,14.0,Intel Core i7 6th Gen,16,512 GB,Intel HD Graphics 520,2.0,1000,192,1366 x 768,3.2,Non-backlit,No,2.5,2-core Processor,HD,Integrated Card,Windows 10 Pro,Yes,439,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-271-970-S01.jpg,HP 840 G3,14.0,Intel Core i5 6th Gen,16,512 GB,Intel HD Graphics 520,2.0,1000,192,1366 x 768,3.9,Non-backlit,No,2.4,2-core Processor,HD,Integrated Card,Windows 10 Pro,Yes,308,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-273-168-S01.jpg,HP 840 G5,14.0,Intel Core i5 8th Gen,16,256 GB,Intel UHD Graphics 620,4.0,1150,192,1920 x 1080,3.2,Non-backlit,No,1.7,4-core Processor,Full HD,Integrated Card,Windows 11 Pro,Yes,413,FALSE,TRUE,TRUE
